id,user_id,tipo,titulo,clase,imagen,informacion,numero_pagina,autor,leida,created_at,updated_at
,1,mora,"La mora reduce el colesterol:",Científico,http://localhost:8000/storage/noticias/1751914190_686c16ce99343.png,"La mora tiene componentes valiosos llamados pteroestilbeno, los cuales, facilitan la reducción del colesterol, también es beneficiosa para quienes buscan evitar que su cuerpo se oxide prematuramente y evita enfermedades como Aterosclerosis. Esta afección aparece cuando la placa, producido a por altos niveles de colesterol, se acumulan en las arterias y causan problemas en el corazón. Ademas de las propiedades mencionadas, la mora se destaca por su baja aportación calorica y su contenido en vitamina C, vitamina E, provitamina A,Fibra, Folatos, Pigmenti naturales y ácidos orgánicos, según señala un documento de FEN.",11,"Cultiva Sena",1,"2025-07-07 13:49:50","2025-07-11 11:01:37"
,1,mora,"¿Para qué sirve el licuado de avena con mora?","Recetas Mora",http://localhost:8000/storage/noticias/1751914215_686c16e7b4e31.png,"Esta bebida es rica en fibra y antioxidantes que pueden ser positivos para la salud, te explicamos a qué se debe.  Los licuados de avena se pueden combinar con una gran cantidad de frutas y aunque es más común añadir este cereal a los batidos de plátano con manzana, agregar moras a la bebida le dará un toque especial a tu día.  Esta deliciosa fruta es una buena fuente de nutrientes y antioxidantes que posiblemente pueden actuar de manera positiva en la salud, lo que se suma a los ya conocidos beneficios de comer avena.  A continuación te compartimos qué es lo que se ha investigado sobre ambos ingredientes, ya que existen algunos estudios que han demostrado el efecto positivo de la avena y de las moras en el organismo.",12,"Cultiva Sena",,"2025-07-07 13:50:15","2025-07-07 13:50:15"
,1,mora,"¿Cuáles son los efectos secundarios del licuado de avena con mora?",Sugerencia,http://localhost:8000/storage/noticias/1751914247_686c1707a2131.png,"Aunque no se han encontrado efectos secundarios de las moras, no se debe abusar de su consumo, tal como indica la experta Julia Zumpano para Cleveland Clinic, estas deben formar parte de una dieta equilibrada.  “No tiene nada de malo consumir moras como parte de tu porción diaria de fruta. Pero también es bueno variar”, explica la especialista, ya que existen otros alimentos con nutrientes y antioxidantes positivos para la salud.  WebMD agrega que la avena, al ser rica en fibra, puede ocasionar gases e inflamación, en especial si se consume en grandes cantidades; y recomienda que las personas con enfermedad celiaca sean cuidadosas al comerla, ya que en ocasiones puede estar contaminada con gluten.",13,"Cultiva Sena",1,"2025-07-07 13:50:47","2025-07-11 11:08:32"
,1,mora,"La demanda de frambuesa Zawadi se dispara en Europa mientras los productores amplían su presencia en los mercados clave del sur.",Económico,http://localhost:8000/storage/noticias/1751914279_686c17278b3aa.png,"Zawadi® (ABB136), la variedad de frambuesa de alto rendimiento desarrollada por Advanced Berry Breeding (ABB), está entrando en una fase de crecimiento significativa en Europa, con productores en Marruecos, España y Portugal aumentando la producción en respuesta a una creciente demanda de las cadenas comerciales. Marruecos y España han sido los mercados más dinámicos, superando cada uno las 70 hectáreas de plantación en su primer año de comercialización, marcando una de las expansiones más destacadas en el cultivo de frutos rojos esta temporada. Este auge en la producción está vinculado al aumento de la demanda por parte de los supermercados europeos, impulsado en parte por los esfuerzos estratégicos de los socios del Reino Unido de ABB, WB Chambers Farms y Angus Soft Fruits. Estos expertos en frutos rojos han desempeñado un papel clave en la promoción de Zawadi en el sector minorista del Reino Unido.  Como algunos de los primeros en apoyar Zawadi en Europa, identificaron su potencial estratégico desde el principio y promovieron activamente sus fortalezas agronómicas y beneficios comerciales mediante ensayos a gran escala y contacto directo con compradores británicos. Este trabajo ha sido fundamental para generar confianza en las cadenas comerciales minoristas y ha sentado las bases del aumento actual en la demanda que ahora impulsa decisiones de inversión agrícola en el sur de Europa.  Tim Chambers, Director General de WB Chambers Farms, añadió: “Zawadi ha irrumpido con fuerza en el mercado británico. La variedad se está posicionando rápidamente como una solución creíble para el suministro premium de invierno, con una producción creciente en Marruecos e Iberia. En Chambers estamos encantados con su rendimiento como productores, importadores y distribuidores, y esperamos seguir contribuyendo en la próxima fase de su desarrollo comercial.”  Johnnie McMillan, Responsable de Agricultura Internacional en Angus Soft Fruits, comentó: “Los cadenas de supermercados han sido claros: buscan frambuesas que ofrezcan calidad, consistencia y, sobre todo, seguridad de suministro durante los períodos de baja oferta. Zawadi está especialmente bien posicionada para fortalecer la temporada de invierno. Está rindiendo en todos los aspectos, con resultados muy positivos en los ensayos comparativos realizados este invierno, y ahora estamos viendo cómo su reconocimiento se extiende por los mercados europeos.”",14,"Cultiva Sena",1,"2025-07-07 13:51:19","2025-07-11 11:08:30"
,1,mora,"Agronometrics: Sólidas perspectivas para los arándanos de EE.UU. pese a ligera caída de la oferta prevista",Económico,http://localhost:8000/storage/noticias/1751914312_686c1748121de.png,"La temporada de arándanos estadounidenses de 2025 ha tenido un comienzo prometedor, con productores y comercializadores optimistas sobre la demanda de los consumidores y la calidad, a pesar de un ligero descenso en el volumen total con respecto al año anterior. Según el U.S. Highbush Blueberry Council (USHBC), la producción nacional prevista es de 721 millones de libras, ligeramente inferior a los 740,5 millones de libras de 2024. “Gracias a condiciones climáticas y crecimiento ideales, estamos entregando berries de primera calidad con un tamaño, textura firme y dulzura excepcional”, dijo Mario Flores de Naturipe Farms. Naturipe anticipa una fuerte demanda de los consumidores, con volúmenes promocionables de arándanos orgánicos que alcanzarán su punto máximo en California del 5 al 26 de mayo, y en Florida y Georgia del 5 al 21 de mayo. Se espera que la cosecha orgánica de Georgia se mantenga estable hasta junio, aunque los precios pueden ser más altos debido a los menores volúmenes totales. California Giant Berry Farms espera que su temporada alta se extienda de julio a agosto, impulsada por la producción de Oregón, Washington, Columbia Británica y California. North Bay Produce, con sede en Traverse City, Michigan, se abastece de arándanos procedentes de una amplia gama de regiones, como Georgia, Carolina del Norte, Nueva Jersey, Michigan y Columbia Británica. Aunque Florida y Georgia se enfrentaron a dificultades iniciales debido a los efectos persistentes de los huracanes del año pasado y a noches más frías, la empresa prevé un sólido crecimiento en todas sus categorías de berries. Las promociones de verano se beneficiarán de una oferta convencional sólida, sobre todo en Michigan, Oregón, Washington y Columbia Británica, especialmente durante julio y agosto. North Bay Produce y California Giant se preparan para semanas de gran volumen con una variedad de tamaños de envases para satisfacer las necesidades de los minoristas. A pesar de los contratiempos climáticos de principios de temporada y algunos problemas persistentes en los cultivos del sudeste, la temporada de arándanos de 2025 se perfila para ofrecer a los consumidores fruta abundante y de alta calidad, y grandes oportunidades promocionales para los minoristas.",15,"Cultiva Sena",1,"2025-07-07 13:51:52","2025-07-11 11:01:23"
,1,mora,"¿la hierba mora, para qué se usa?",Informativo,http://localhost:8000/storage/noticias/1751914343_686c1767eac8e.png,"La hierba mora se usa en medicina por vía externa como emoliente, antineurálgico y analgésico. En los herbarios de los antiguos Monasterios de Galicia se la cita como una planta cuyas hojas, aplicadas en forma de cataplasmas, tienen efectos narcóticos. Ello es debido a su contenido en alcaloides como la solanina y la solasonina. Por este motivo se usaba como calmante. En general, todas las partes de la planta son venenosas. Etimológicamente el nombre genérico solanum parece derivar, según algunos autores, del latín solamen que significa “alivio”, en referencia a sus propiedades sedantes. Pero en realidad, no se conoce bien el origen de la denominación, ya que otros dicen que procede del latín sol, que significa “sol”, o de solanus, que significa “viento del este”. El epíteto nigrum hace referencia al color de sus “bayas negras”.",16,"Cultiva Sena",1,"2025-07-07 13:52:23","2025-07-11 11:01:21"
,1,mora,"La mora, la fruta que activa el deseo sexual y frena el envejecimiento.",Científico,http://localhost:8000/storage/noticias/1751914364_686c177c0f538.png,"Ningún alimento tiene la capacidad de hacer milagros en nuestro organismo, aunque las estrategias de marketing hablen de algunos de ellos como “superalimentos”. Es cierto, sin embargo, que existen alimentos con muchos beneficios para nuestro cuerpo, que complementan si mantenemos una dieta variada y equilibrada. Uno de estos es un fruto silvestre cuyas propiedades aún se estudian, ya que sus beneficios para nuestro organismo son muy diversos. Hablamos de la mora, un fruto silvestre con más proteína que la carne y que aporta más fibra que la avena. Esta fruta no se considera una baya, sino un eterio y se refiere a todo el grupo que conforma las distintas especies; por ello, aludimos a las moras. Este fruto silvestre es rico en nutrientes y con un alto contenido de potasio, sin llegar a alcanzar al melón o los plátanos. Las moras aportan a nuestro organismo vitaminas C y E, por lo que también tiene una clara función antioxidante que retrasa el daño a las células. Además, el propio color púrpura o rojizo de este fruto silvestre ya aporta beneficios, ya que ese pigmento flavonoide llamado antocianina tiene propiedades antiinflamatorias. Por ello, las moras son recomendables para personas que sufren infecciones, problemas gastrointestinales, diabetes, sobrepeso, depresión o trastornos cardiovasculares. Esta antocianina la encontramos también en otras frutas y verduras como arándanos, frutos rojos, col morada y rábanos.  El propio Ministerio de Sanidad aconseja consumir esta fruta silvestre que es capaz de reforzar el sistema inmunológico. Por ello, los expertos recomiendan que esta es una buena época para comerlas, ya que evita afecciones respiratorias como el asma o enfermedades como la gripe o el resfriado, tan comunes en otoño e invierno.",17,"Cultiva Sena",1,"2025-07-07 13:52:44","2025-07-11 10:18:28"
,1,mora,"Puede causar hipoglucemia:",Científico,http://localhost:8000/storage/noticias/1751914386_686c179265253.png,"Las moras son conocidas por reducir los niveles de azúcar en sangre. Los estudios han demostrado que los extractos de mora pueden reducir los niveles de azúcar en sangre en ratas normales y diabéticas. En los seres humanos, el té de moras suprime el aumento postprandial de los niveles de glucosa en sangre 90 minutos después de su consumo. Los extractos de hojas de morera, como la α-glucosidasa, pueden ayudar a ralentizar la digestión de los hidratos de carbono. Esto puede provocar un descenso repentino del azúcar en sangre, especialmente en personas que ya están siendo tratadas por la diabetes. Los síntomas pueden incluir hambre, dolor de cabeza, visión borrosa, sudoración excesiva, mareos, confusión y temblores. Por lo tanto, las moras deben consumirse con precaución. Es importante consultar a un profesional médico autorizado si está considerando tomar suplementos de extracto de mora para tratar la diabetes o la obesidad.",18,"Cultiva Sena",1,"2025-07-07 13:53:06","2025-07-10 16:49:38"
,1,mora,"¿Se puede cultivar moras en macetas? el arte de la jardinería en espacios pequeños para tener frutas frescas en casa.",Sugerencia,http://localhost:8000/storage/noticias/1751914411_686c17ab27948.png,"Si tienes un balcón, patio o incluso una terraza, cultivar moras en macetas es una excelente opción para disfrutar de esta deliciosa fruta sin necesidad de un gran jardín.  La jardinería en espacios reducidos ha ganado mucha popularidad en los últimos años. Muchas personas quieren conectar con la naturaleza y cultivar sus propios alimentos, pero se enfrentan al problema del espacio. Afortunadamente, algunas plantas frutales, como las moras, se adaptan perfectamente a la vida en macetas. Las moras son una fruta deliciosa, rica en antioxidantes y fácil de cultivar. Al crecer en forma de arbusto o enredadera, pueden desarrollarse sin problemas en contenedores, siempre y cuando se les proporcione el ambiente adecuado. Su mantenimiento es bastante sencillo, por lo que es una opción ideal incluso para quienes no tienen experiencia en jardinería.  Uno de los mayores atractivos de cultivar moras en macetas es que se pueden adaptar a distintos climas y no requieren demasiado espacio para producir frutos de calidad. Con los cuidados adecuados, estas plantas pueden ofrecer una cosecha abundante año tras año. Sin embargo, aunque parezca una tarea sencilla, hay algunos aspectos clave que deben considerarse para garantizar que las moras crezcan sanas y den buenos frutos. Desde la elección de la maceta hasta la poda y el riego, cada detalle influye en el éxito del cultivo.",19,"Cultiva Sena",1,"2025-07-07 13:53:31","2025-07-10 16:49:36"
,1,mora,"¿Cómo llegó la mora a Colombia? La historia de un cultivo casi infinito.",Histórico,http://localhost:8000/storage/noticias/1751914494_686c17fe38c7c.png,"Esta fruta que parece nuestra fue realmente traída hasta Colombia desde Brasil. En Piedecuesta los campesinos descubrieron cómo sembrarla, y las bondades del clima permitieron que Santander se convirtiera en un productor nacional.  Cuentan las montañas que la mora llegó a Colombia hace casi 60 años, que la primera semilla la trajo a Santander Don Eliécer Echavarría, un agricultor a gran escala que viajaba de ciudad en ciudad para conocer de cultivos y técnicas en Latinoamérica.    “Aquí a Sevilla la trajo él, en un principio nos dijo que la había encontrado en la mesa de Los Santos, pero luego nos enteramos que venía de Brasil y que no había logrado que diera fruto”, dice Jaime Hernández, nieto de la señora Rosalbina Hernández, una de las primeras mujeres que vio nacer la mora en Piedecuesta.    Pasaron casi ocho meses para que el ingenio y la sabiduría campesina lograran descifrar de qué manera se podría sembrar mora. Parecería una fábula, pero es anécdota, la forma en como accidentalmente uno de ellos descubrió que si se enterraba la punta de la planta que estaba en pie, de allí saldría una nueva.    Cultivo de mora en Colombia.  “Mi abuela me contaba que lo intentaron de muchas formas. Una de las plantas se dobló porque se partió, y quedó enterrada sin culpa. Ya cuando regresaron se dieron cuenta que había una planta nueva, y pues era esa punta que había vuelto a nacer, como si la planta fuera infinita”, agrega Jaime.    Según Víctor Osorio, ingeniero agrónomo, la mora es de origen suramericano, pero tiene como cuna principal a Brasil, y asombrosamente era un producto del que no se sacaba ningún provecho. “Lo que se conoce es que no tenía uso alguno, al menos para el consumo. Suponemos seguramente que pensaban que se trataba de algo venenoso. Gran parte de ella proviene de las zonas altas tropicales de América”, cuenta.    Cultivo de mora en Colombia.  Conociendo la mora    Una planta de mora puede tener una altura inimaginable, pero sus cultivadores aseguran que la altura óptima para que sea productiva es de 1.60 o hasta 2 metros. Es una especie de chamizo fino con cientos de espinas filosas en todo el cuerpo, de hojas verdes alargadas y nace en climas entre los 1.200 a 3.000 metros sobre le nivel del mar.    Tras su llegada a Sevilla, una vereda de la zona alta de Piedecuesta, el compañerismo campesino permitió que también la cultivaran en Planadas, Miraflores, Pinchote, La Cuchilla y El Polo. Allí literalmente aprendieron de finca en finca cómo debía cuidarse, pues distinto a otros cultivos, la planta de mora se siembra una sola vez.    Cultivo de mora en Colombia.  Reynaldo Jaimes, agricultor y presidente de la Asociación de Agricultores de Mora de Miraflores lo explica mejor. “La mora nos da el entendimiento. Prácticamente su cosecha depende de podarle periódicamente la punta de sus ramas para que ella continúe creciendo. Uno la corta y ella se renueva”.    En la historia se conoce de cultivos de mora que han alcanzado hasta los 30 años. El agrónomo asegura que “teóricamente pueden vivir 15 años, pero realmente consiguen durar mucho más. Depende de los cuidados que les dé el agricultor, porque es una planta muy agradecida.”    Ciertamente su apodo de infinita proviene de allí y del hecho de que se puedan recolectar sus frutos frecuentemente, sin esperar por largos periodos para su cosecha. “Se recoge cada 8 días o cada tres días. Es como una vaca lechera, cada día toca ordeñarla y todos los días vota fruta”, cuenta Jaime Hernández.    Cultivo de mora en Colombia.  La mora de hoy    En el paraíso de la mora en Santander también las mujeres han explorado este cítrico y realizan múltiples derivados como bocadillo, mermelada, vino y helados. Todos ellos de una exquisitez incomparable, al recordar que están hechos de frutas frescas, con productos del campo y recetas tradicionales.    Sin embargo, como todos los trabajos del campo, la siembra de mora enfrenta batallas injustas como su baja remuneración, las plagas, los altos costos de los insumos y el pésimo estado de las carreteras. Reynaldo agrega a este panorama que “el interés de los jóvenes por continuar con este trabajo es muy poco, porque al ver nuestros obstáculos, cada día se desmotivan más”.     Lo cierto es que 50 años después, pasaron de estar en el anonimato a convertirse en los principales productores de mora de la región, y proveedores primarios en el área metropolitana de Bucaramanga con 1.500 hectáreas de cultivo.    Desde allí bajan alrededor de 250 toneladas de la fruta al mes y se fortalecen como un destino turístico en el que se puede conocer la preparación de toda clase de productos hechos con mora y para compartir como expertos, lo que algún día ellos también aprendieron.",20,"Cultiva Sena",1,"2025-07-07 13:54:54","2025-07-09 20:42:24"
,1,cafe,"Hoy, 11 jueces en arte latte elegirán finalistas que se disputan representar a Colombia en el mundial",Científico,http://localhost:8000/storage/noticias/1752114912_686f26e01bc9d.png,"hola como estas",22,"Cultiva Sena",1,"2025-07-09 21:35:12","2025-07-10 16:49:33"
